Sale ID,Date,Customer ID,Employee ID,VIN #,Sold Price
105,2025-02-10,1688,176,6T3FT5VGIA1ZW6LWP,12142.6
106,2025-10-02,1074,46,23GPPSKWWA5PD5GSO,18275.32
107,2026-01-07,92,55,BRRW5LL22BQXECFRW,13820.8
108,2025-05-08,1460,82,SRVS34E54CC5PEUL2,14870.82
109,2025-09-25,424,147,N8PHB4SAEBHQ7DK5Q,19582.07
110,2025-02-07,1889,98,7CSPJCYT7TLUVS93A,12907.74
111,2025-03-15,1893,75,OLILY333EYPKVSUQA,36101.27
112,2026-03-07,1875,85,O2IAGM3J9KIGI3J2H,14681.03
113,2026-03-14,468,96,TUG09UVU26GPSR593,21916.02
114,2025-02-06,320,37,3V3NU44VIRE7JYRWU,13497.72
115,2025-12-23,529,109,IES8OXA22HTQ13RDV,10385.85
116,2026-04-02,1848,161,MW89F31A9X3MTPHK8,15102.84
117,2026-04-09,1339,189,47FVJ5H1KHR7UIETB,5928.38
118,2026-01-03,21,107,0UJLVKUFHUPKWUBXP,13893.13
119,2025-06-06,1726,49,FXWZ1I6SJV5NNPM9K,14198.45
120,2025-05-24,1230,3,4SMRMWWAMER55NOJX,7666.81
121,2025-02-05,1426,197,QCRNXCF5SHATVK4A0,6442.93
122,2026-01-03,457,19,XFHTZ0NVPM5WA82IO,17076.56
123,2025-04-06,1848,126,9SX5PNJ6OISJBNCP3,14635.37
124,2025-07-01,343,190,D5TC7J12NCPV2VF02,10545.29
125,2026-01-16,1906,178,ZLW6EBVJ9WMCOPPRY,6941.75
126,2025-06-10,584,146,LDC70YBSSSNBVMIWK,21419.32
127,2025-03-17,809,52,ZLE8SX86B066SXCA7,17963.94
128,2026-03-24,1020,52,TO61QSRQ0AZA56NS3,25513.63
129,2025-02-02,961,123,795HFQOD6DBQ5UT8G,13983.8
130,2025-02-03,1707,100,J5X0FCMC54AI4D41C,22578.56
131,2026-01-05,1652,18,5JLJND4KDJVCVEXOQ,18030.07
132,2025-07-23,898,190,VLA0183PVC460WR4W,12931.9
133,2026-02-12,85,170,7SKY8HRS59G7IU482,13561.72
134,2025-04-21,1574,54,AWTTE15L66BLR1KPC,17425.45
135,2025-11-02,30,40,ZNX0598XJ3X14VHIO,9432.53
136,2025-05-23,1888,45,O3TI6ZE6QARFHO2IO,22625.37
137,2025-12-10,116,101,0P6NFPQF9E4MNB7N8,15939.71
138,2025-06-13,1036,17,0AN3XAKQ7PE1HOLW0,16430.36
139,2025-04-24,688,169,ZWBTHUQDFIC7LV9L2,12320.44
140,2026-04-06,903,18,TE361G7AK9TZJWR66,13376.8
141,2025-10-12,590,143,8J11KMG10NHJACHLX,15766.43
142,2025-06-26,117,29,N0YB3OI8QNM538WU0,10559.08
143,2025-10-07,1095,5,W4ZRL5NFTLU0M23Z3,15347.42
144,2026-01-20,1911,83,JPZY39R3VO05JVQ1Q,25203.32
145,2025-03-09,1402,60,INF3UL5EFNYXYD77W,11424.23
146,2025-08-01,1575,146,W6WC461E4330Z7IJT,11172.1
147,2026-02-09,1287,10,YCD5QETZWMY1TOZHW,12181.39
148,2025-01-25,1329,122,C1AV7LT1CV4O5LQ71,10745.18
149,2025-07-31,579,176,U8LT39KGZSVUPY04L,26181.69
150,2026-02-02,487,175,9Z1MPBEST2PK3P251,31040.29
151,2025-07-10,1304,117,MACMH0B29KNM66TTT,16745.19
152,2025-04-03,931,138,GVOB1Q399PD3XODC4,15194.52
153,2025-03-29,588,164,9TJPJEVE629JFX6I8,19497.88
154,2025-08-01,527,42,69ME9MRK7XS9C89HK,17791.42
155,2025-08-24,1650,77,9G6V1MF8SVYG61YW0,17244.91
156,2025-08-13,1456,139,WOCJ7M49STWI3V4TW,21563.74
157,2025-08-08,257,161,OGKWAMOZHB9H5RCVM,15100.36
158,2025-08-10,863,107,7BS850A63PE5RNAPL,13594.62
159,2025-08-30,1951,100,QYN0Y5QYU2LDEVGVB,7251.15
160,2025-06-30,1363,103,HLRD6HA0UYMLC904D,18384.05
161,2025-05-20,445,183,X2ZRWIZXAAZS4WKQY,6190.13
162,2026-04-07,1494,169,8XQF65SSYTNOO4XDH,17553.99
163,2025-09-09,1123,196,WH2GEFD1JR6RD3NT9,10972.08
164,2025-12-10,629,55,KD4ACKIDXZUQALJ9F,8682.47
165,2025-03-11,1112,167,HJSJY7P29BP78GFLP,20224.59
166,2026-03-17,1958,199,K7ATK6MQKR9BUPHNN,17498.01
167,2025-02-10,409,56,9AX8SICV4YH0KHINR,32986.93
168,2025-04-05,1351,99,RW0W5B4NCTADUFBAA,11329.67
169,2025-08-29,49,178,2FJ00ZS1GRRKECT5U,20768.35
170,2025-12-22,353,70,146PFVRLZVJYNM5IY,5870.25
171,2026-02-12,320,165,QWH9PFOOJ0I3LTMCK,19470.09
172,2026-03-01,406,39,GSJDL5JUDUXPJU510,19417.78
173,2025-05-20,1778,190,0LNTNWDT7QQY8VEKE,20983.29
174,2025-09-21,648,157,4VG04ELPL5SW0F35U,22545.31
175,2025-10-13,1506,161,DF38GK9XW0PO9XEO4,11740.06
176,2025-03-05,1612,17,TKJWX5ZMKVU1AJTOC,11425.37
177,2026-04-01,1781,14,WYX5K00X423ZG54UJ,11021.82
178,2025-06-24,1908,92,QXX9OWQFHEFHH6D70,23157.52
179,2025-05-04,630,17,NQ3LDFZ3KT4HLUATY,6089.34
180,2025-06-25,1195,115,UB3LNQ02XKP3DH4OM,10819.81
181,2025-04-14,594,78,NKQ6B8W4AVFNE1PCH,28752
182,2025-04-06,1845,39,4HXDK1429V9XKZYLM,9019.25
183,2025-10-14,1865,159,CSL20HMQV1HHNGGBW,15182.69
184,2025-10-24,1288,121,WZ26YB0WD7CS5UGT9,21671.25
185,2026-01-03,1737,64,EDI5FKR0BIQMTYNEM,18402.87
186,2025-03-31,1863,114,JUKSO5242Y3A61YFM,18049.38
187,2025-03-25,1803,98,NRJQ4JPGBBD3GMHIG,18220.13
188,2025-04-12,1572,6,ZEXDQNFWT5KR1B336,14841.46
189,2026-03-09,743,113,Y19IMG1QM4SWG0L7P,27358.21
190,2025-09-01,1831,6,KKJSZOT9QD2E0LXOX,9472.88
191,2025-12-24,1161,89,5SPPJ0XSB97U8CAV8,6701.89
192,2025-02-27,1816,95,G1I4MYM0PPVGKKL3K,17211.47
193,2025-11-30,615,174,Z7PM88W1MUHDGXI4T,6762.47
194,2025-03-12,1915,172,53G3D2LERAOVDWFW6,6687.37
195,2025-06-28,599,183,61D845K2A9RM4HAU0,14166.63
196,2025-02-26,727,155,RF1HYAJOH0H0J5TSI,8772.17
197,2025-11-29,1825,152,YM5DOOH17GIWQ0UC1,9287.13
198,2025-07-20,1744,65,L79CLJ00EXAPBO7MT,14967.68
199,2025-10-08,1852,7,S8SNMRPVJHG0WQP3M,20088.41
200,2025-04-10,107,167,MNUHGCO8J07LFU61X,13651.58
201,2025-05-29,920,111,8EQ8X0P9Y1B3JKIXD,13575.32
202,2026-02-07,1345,118,ILEXA4UQ442QPPAPX,7777.65
203,2025-10-24,65,34,CPLHGW5KUMLFL6GU0,29820.36
204,2025-11-30,22,189,PKSPINB01R31QXCAB,20355.96
205,2025-07-28,409,121,BKUL1RZ873E54KAU8,18908.32
206,2025-12-25,554,179,9884CO57PZZC527AD,12113.41
207,2026-03-02,1050,109,3I6LU1K1TSGBUAQ6E,16904.89
208,2025-03-23,1932,89,QYTW1290YYQYR24MD,11809.53
209,2025-04-23,1002,73,IMS2T5VSAG521ECC2,15151.47
210,2025-09-02,1882,172,X3D4RCAUG2JG0ZNRL,23439.61
211,2025-06-27,1765,131,ZOADN7W38E666Q9CA,19134.57
212,2026-03-03,1561,28,2PWZ6AF1D79SCZWJ5,9923.04
213,2025-07-25,134,40,UP8ZOJUIYVM8S2PUS,12806.87
214,2026-02-17,179,20,QOAPKEGFG5DG5B9JL,23918.92
215,2026-01-27,1653,88,Q9HEDWZ6DEDVPK5VM,7968.11
216,2025-02-20,320,150,EIXK60EXGPD5O95H1,31253.01
217,2025-09-07,1293,85,K1W3TOBA2N61T8KJA,6273.07
218,2025-11-24,250,15,BVXFBMKMM9KKC1ZD2,7368.06
219,2026-01-31,1898,21,2KRYUFNZ1799TOASG,6576.96
220,2025-03-02,8,111,CG7WDQUCM4LTO1RHP,27834.39
221,2025-05-02,103,184,JHC3PQMDKBUGNCK2P,25351.97
222,2025-12-01,1085,50,8SO7U7VH3XXP4DO48,17525.24
223,2025-09-25,1240,181,U9HQV92I8H18V4S7K,7060.68
224,2025-12-27,1213,16,XBZLAPHC0EF3TAJB0,31260.01
225,2025-01-18,163,46,UXNT48KQWYZ0ZSMB5,10506.12
226,2025-03-29,1799,139,9IG3ODRKTYF9JPFFS,10972.19
227,2025-03-19,1440,195,VVWOMJKMBYA2TLQFP,20638.63
228,2026-03-25,659,194,1ZGWZJT5IRCHVYSO0,16006.67
229,2026-03-19,1214,76,2AYBZOKQJOC5ZIK5O,27888.13
230,2025-12-08,585,56,MQ0GW2Y8CS6XNAMH9,6467.35
231,2025-07-10,1507,62,6GIXQQOJPRANCBUCW,15580.98
232,2025-12-30,516,73,3XRJQW07M6HV2EE2G,11457.69
233,2025-02-15,129,127,X6D03B164GH1WLKTH,15501.63
234,2025-11-28,1548,111,NRZBDW59UMFRQUDLT,8914.73
235,2026-01-16,914,4,TIFF9HJDXWUZ88T6J,26620.87
236,2025-11-12,1580,93,HYMZGZDY5ZYDJD4WT,11164.37
237,2025-12-28,1965,17,JUPYUTRIK60XF63GS,20950.7
238,2026-03-20,654,116,22HV8A9IJT7SLNHYU,30654.16
239,2025-09-17,759,128,QAX3XS6Z7GTC7UY43,12477.86
240,2025-06-24,1119,191,LKXCX5BHU9W5I2NOZ,25598.33
241,2025-04-12,88,177,QF4FKCMEBJWEJC5P8,7492.28
242,2025-06-30,1892,104,C0BGP8G3OVY0BBLB5,17164.26
243,2025-09-03,313,37,8763W93GXXZZGRPK1,22042
244,2025-08-17,1945,7,LXELJYCB0BYBUG9FK,19559.05
245,2025-06-26,782,162,APPFUQKBQGYWKDNB6,29321.63
246,2025-01-22,890,170,S18ZA2TZQ7M07O0TE,22124.69
247,2025-11-14,1938,48,HUXWS1OAM7FKTLTOB,7082.46
248,2025-08-03,968,39,859EJZ94WMINML48A,8263.53
249,2025-01-26,1019,101,ONNKPFM5RMDCGQ5YN,6501.12
250,2026-03-28,1126,72,HJUTP1IO1XKR68X8E,14973.07
251,2025-09-27,887,112,M3NL2WMDZT3YG9C9P,21053.07
252,2025-09-21,1985,171,1PQGG47QPYW8B7ZYA,15119.73
253,2025-03-10,138,83,8OHU2J488WQOK2QD5,5626.29
254,2025-06-12,290,61,WV06CK52B6202DDSF,13857.75
255,2026-03-02,444,107,V02U7O2NFJ2TXYMMU,7369.84
256,2025-12-04,325,87,ZZFC2NEDGLD0R1VYK,13659.87
257,2025-11-27,879,157,ZBOCNN5A0BZQAJ6NH,13572.47
258,2025-10-13,578,88,5TVK2DIQTYDR8ZIYU,21353.43
259,2026-04-02,263,95,CAEKOK1YXMN0040TC,16601.07
260,2025-02-16,37,115,P0CJUWY2RWMPIBYVO,19244.69
261,2025-05-02,1935,84,N3KH3E4YLUZDFPE4K,23837.07
262,2026-04-06,1849,81,E1I6CCTGN69YF78YY,21635.17
263,2025-09-15,1612,72,GY3LGDJZMVXACT53J,6392.38
264,2026-02-25,679,179,ZQQUXOE45UASC17RH,35137.47
265,2025-06-28,1601,162,4PZ69P4PUIIBYI9WY,22144.91
266,2025-05-12,1451,152,PR9LSEQCTKIXS7URZ,21339.95
267,2026-03-10,511,126,0YMKVQJ6VRNIF00RG,7315
268,2025-06-24,1047,25,9473A46DZWMKDC3PU,18623.53
269,2025-11-30,659,21,3X0BZZ73W6DTTKUDG,20952.63
270,2025-11-19,1845,187,6CX4G1C172Z69LN9P,9206.59
271,2025-08-02,1593,50,5TGZ5DU9TEYF8KHEA,18346.13
272,2026-01-14,294,94,KXTSEA7ZDOO4TK1OD,13085.61
273,2025-09-14,506,58,1G231ZE6QTCULXP17,14954.58
274,2025-11-28,989,144,MK6CF37TG22IPPOAE,23054
275,2025-06-27,993,81,RLFHBHY9C2WKAOK2N,26084.25
276,2025-04-27,1688,166,TNFZMYJN1G7X0FBAV,34925.48
277,2025-11-20,247,76,3QI7X190A8B8L9ZN3,16787.96
278,2025-04-24,1073,130,5FDMNUMLK16JXO845,10447.03
279,2025-07-26,867,180,7FLWN61EKBKGFXUOC,7900.63
280,2025-06-16,535,53,M7VAX6F7CM4QXCTLC,24749.65
281,2025-01-29,1335,165,8BGFCT1AZ7PDKBAIE,8834.96
282,2025-07-22,953,199,5NPIYUC6EWS1I0PMJ,28539.92
283,2025-08-31,1282,98,XC8RLC3FRB3MTOBQH,21576.89
284,2025-08-30,1554,81,9J0AIJR59317O8CQJ,17942.83
285,2025-09-05,566,51,WT742P9QS8HRC0BDK,14287.01
286,2025-06-09,334,151,Z902ZBEYCLZG0F66X,9924.66
287,2025-01-23,254,14,DV5077E8HDCMPAFIE,7443.01
288,2025-09-16,756,37,62J7MCE1LLSDYFQAD,7766.38
289,2025-07-26,1127,7,0D5QYC09AMGPPCJ1O,26532.64
290,2025-06-29,811,46,MWNXKTR9490ASXT13,5692.59
291,2026-02-08,71,165,KUA6IDIYGIMAKECPX,9115.21
292,2026-02-06,1165,11,MI8HWAEX97Q4G81QN,11809.71
293,2026-01-20,1469,183,R5ZPA4SE91VK4P197,11151.36
294,2025-02-18,287,39,7DDGYRKOZA5JG44U9,9228.82
295,2026-01-15,482,24,NC6EIU8554GCE8MZF,6856.87
296,2025-07-16,693,21,XDI4N7NGYJ0YHG3PU,21258.34
297,2025-02-19,1009,103,ATIOO7V0GXYIEXHLI,22332.42
298,2025-08-16,1315,102,N3VK4OZ7KSB65PV03,19226.97
299,2026-03-12,184,54,AGLK64913EHYTDRGY,14983.05
300,2026-02-09,1867,67,HXAU1FFWGVEPD5CHW,33185.13
301,2025-12-11,1400,143,S2RAWR81B50VRAAGM,7958.96
302,2026-03-22,1429,58,3KTR513F1ALFYJR7Y,10517.63
303,2025-05-07,1554,60,CGB8S6576C4WQP3J9,16340.11
304,2026-04-05,282,129,FM0O6L858PBXERXQZ,6494.43
305,2026-02-06,1300,172,3DJIODSGXXVFU7AK9,34793.17
306,2026-02-10,594,127,IALDCGJ71U4WSQMCQ,23106.61
307,2026-01-06,850,141,AIBIHKC55C3VJMHGB,19989.45
308,2025-11-12,74,54,MACIDVL2UIM60OSVZ,7062.21
309,2025-01-18,716,180,S7GTZW8CVDQ1QV2JC,18136.49
310,2025-07-22,1043,43,W1YYTQY1JG4X7TDT7,16717.75
311,2025-10-16,16,161,7L0EMTDB2D3XNEBN3,11575.24
312,2025-10-26,767,131,BJR6U2EF92NH05ARH,14128.48
313,2026-02-05,1245,66,NRH02T86ULAZ805AI,16070.53
314,2025-05-28,805,31,63R4RTQY587UP7W0J,8439.13
315,2025-01-29,913,155,RKWF3K9T1QULWKULK,6968.06
316,2025-10-04,1577,104,RP6CIOQ54ZSETBN5B,23145.02
317,2025-02-05,794,28,JN5H1GWEFBUP6B6H4,28670.33
318,2025-04-30,410,195,KCO5YASA86G6G3Y1B,20833.99
319,2026-03-17,1413,173,IBIYATOERT954T9CN,10970.06
320,2026-03-09,622,93,Q1DUPQUN6CIXECQW7,7858.74
321,2025-05-12,1161,65,T8WP8167IYGLQDKHQ,8315.44
322,2025-01-21,444,47,FJ6UV9AGB8WZWO7M3,8313.34
323,2025-09-27,1940,185,OWY3V1GDMV8WLQNJ5,20503.51
324,2025-08-03,1233,193,STU377PD69HK18P81,30332.9
325,2025-09-17,1149,153,PR7RZIOTIHU1KXJPP,10062.94
326,2025-12-22,1756,64,MBOXZBEPDA32W1CA9,10914.45
327,2025-01-15,1747,8,TQTHLQLGG46OY3YTY,6784.2
328,2025-01-20,1940,71,RLRFNDG4XNUPIT3B0,20261.41
329,2025-08-30,782,187,U4C82GQBN2FSC7WS1,9116.17
330,2025-03-05,110,95,KHNZFQX847JSQHZKL,7804.13
331,2025-08-19,1520,96,CNJUUD3FIBXTDBR95,29506.49
332,2025-01-26,610,198,H4QL5859M2AU9U6NN,20534.9
333,2025-06-18,291,68,FDHH8FF9X5BT8TUCH,19547.86
334,2026-02-28,1874,53,866EL8N9MINV4QTOF,24978.53
335,2026-01-31,1951,175,URDQ53OT5PP9Y75WG,23687.75
336,2025-09-15,358,4,9WI402G05A6F1FV9O,10199.7
337,2025-05-15,933,149,4OURY36ZBHUFVZFZB,6184.18
338,2025-06-02,47,180,FOCCCUV60PLLC8RXX,22283.61
339,2026-01-04,314,56,RSFE78M5J05RYMN2V,12791.69
340,2025-07-27,62,10,EEKS9AXPDI6J67RMT,18650.04
341,2025-08-14,359,4,8YA0MKRZO9MVZP3YE,6090.97
342,2025-12-17,130,198,4GM6BE1HITEWSYVRM,9502.1
343,2025-06-08,1473,123,VPX0B12R9Z9QGJLL2,15275.79
344,2025-12-24,557,49,29MKGSN81NJ68LWLH,12083.66
345,2026-03-05,4,167,KPHJAFSTVL2FHQEUF,13444.86
346,2026-03-18,1756,112,J86OJ7BGYTXOFSQXZ,19032.32
347,2025-09-22,1622,60,B8LWJOWIHBBTKXRJR,9176.41
348,2025-02-08,587,94,1H951J0UPN4UV31QF,15466.05
349,2025-09-05,1681,121,5GG5DA6THXZVQY9MM,22649.46
350,2025-12-18,1847,96,24S22ZV9OGK224L32,17966.56
351,2025-03-30,657,189,N1YHPIPPJHBNWHJO6,20555.43
352,2025-11-08,823,96,2BDPYEH1ZSCAL789K,19518.57
353,2026-02-11,599,38,44S0MQGKVRDFUPSVL,33605.81
354,2025-09-25,1384,139,RGL7D0ZPF86V2C7J1,23193.34
355,2025-08-24,178,155,3IB0A4G7YLO6OSMD8,17503.63
356,2025-07-04,1894,92,Y4GJ0TSRVYHHJU8XP,24558.61
357,2026-02-04,1105,175,9SP8AEPJFP5ZMOJGT,17207.57
358,2025-07-09,1038,161,DT2N8GPTRESPHFXXJ,15697.4
359,2025-10-18,1296,191,0US8NOCHCQGM3DY5B,20104.74
360,2025-11-04,286,53,9WEBXR8SVJEENDQKQ,10533.87
361,2025-02-25,1687,108,5P8BO5LWTHNTKZ4ZB,15251.01
362,2025-09-28,1115,11,9LOO5M33WQQ60FCVN,15508.65
363,2025-01-17,522,141,H43IPVXUDC63A1S0F,14209.67
364,2026-01-28,465,176,JSHUJUVXA1ZFTK1X9,8035.07
365,2025-09-22,240,84,7J85PDDXOQYPKMBS5,16301.09
366,2025-07-25,1124,102,375Z8XXTO33SGIESO,7893.95
367,2025-08-04,449,148,ZWUXK68Z10E0W99AU,15952.98
368,2026-01-02,1540,28,DDSCVMG9SFOWMZ8GV,7423.21
369,2025-09-04,319,178,AHPF7KOG240EWELYD,10370.74
370,2026-01-16,2,130,HFKNGT6M7I2LM9XJ0,17348.25
371,2025-03-29,1876,19,1QN4Q7ZNXEOMRQXXI,11278.42
372,2025-08-10,621,54,BYY4W6BA9RP6KJ3DF,14509.63
373,2026-03-08,392,7,9RSP9GKOTQF8JASH8,11456.9
374,2025-03-17,425,48,8B3Y9SURR429JB3IR,6834.46
375,2025-02-20,138,65,OG2QEEYI2LAU1TCWR,20920.32
376,2025-07-17,1355,104,T9GZ1T10W7L44IJH1,16350.54
377,2025-06-17,703,100,GVK4IJPASS89J1XPV,18644.38
378,2025-08-22,1269,151,9BFO58JR9M74N36WC,11848.46
379,2025-11-25,1216,11,Y78CH4JNCFUA5TTN7,30784.42
380,2025-01-31,1024,82,VOIEQMFYNTRF92EOZ,17693.49
381,2025-09-14,1764,99,F3SL6HNH260R1FP0G,21816.1
382,2025-03-06,866,177,KG65KMOGI61TSUKC9,22470.24
383,2025-07-13,1944,176,Q0X1442EJZ36OAJFY,20710.06
384,2025-09-21,1555,23,VFLM2J8DPVW10UWBO,26320.08
385,2025-05-20,1484,184,XZ600VEOTAB5I45LI,15657.64
386,2025-09-04,778,192,BZYPXFYPBN4QAW67L,11809.92
387,2025-09-12,71,83,PICMEF97OFIS689UU,28535.82
388,2026-03-28,925,56,IQW37UD20DRQLYCP1,10491.36
389,2025-01-20,1401,33,DB9DH0CJR1CV147BH,19221.37
390,2026-02-18,58,130,M6UE8RD4NDFAGMUBY,14129.17
391,2025-04-17,949,71,C2YKCJSYMDVPWW4V2,16954.43
392,2025-10-16,1339,186,W3JUU4SF1ZKY26HMC,20862.07
393,2025-03-16,1430,133,1P4ICK6G41RMDAZCF,14965.64
